ega	modif_ega	hill climb
0.0	52.27272727272727	85.60606060606061
0.0	41.35338345864661	82.70676691729322
7.936507936507936	0.7936507936507936	111.11111111111111
34.074074074074076	79.25925925925927	34.81481481481482
4.705882352941177	1.1764705882352942	4.705882352941177
0.5050505050505051	34.34343434343434	34.34343434343434
0.0	0.0	1.7167381974248928
0.0	0.9433962264150944	2.358490566037736
0.0	44.0	148.8
0.0	2.366863905325444	5.325443786982249
1.4705882352941175	84.55882352941177	50.0
0.0	40.833333333333336	45.83333333333333
0.0	0.0	39.77272727272727
0.5128205128205128	0.0	75.38461538461539
43.75	99.21875	95.3125
2.185792349726776	1.092896174863388	28.96174863387978
32.35294117647059	80.14705882352942	91.17647058823529
0.0	41.46341463414634	92.6829268292683
0.0	32.02247191011236	81.46067415730337
5.649717514124294	37.85310734463277	71.1864406779661
0.0	3.225806451612903	164.51612903225808
0.0	41.17647058823529	138.65546218487395
3.731343283582089	81.34328358208955	97.01492537313433
0.5714285714285714	37.714285714285715	46.85714285714286
7.633587786259542	75.57251908396947	129.00763358778627
0.0	4.733727810650888	2.9585798816568047
0.0	81.66666666666667	93.33333333333333
0.0	0.0	81.34328358208955
0.0	0.0	50.877192982456144
37.903225806451616	87.09677419354838	98.38709677419355
0.0	8.771929824561402	5.701754385964912
51.2	45.6	93.60000000000001
0.0	0.0	139.6694214876033
0.0	2.083333333333333	133.33333333333331
0.0	0.0	42.211055276381906
0.0	0.0	108.54700854700855
0.0	78.4	80.80000000000001
41.221374045801525	0.0	93.12977099236642
0.5586592178770949	0.0	81.56424581005587
0.0	0.0	91.41104294478528
0.0	0.0	30.726256983240223
0.0	4.878048780487805	99.1869918699187
32.748538011695906	33.33333333333333	39.76608187134503
2.4691358024691357	0.6172839506172839	32.098765432098766
30.76923076923077	37.06293706293706	35.66433566433567
0.0	39.16083916083916	3.4965034965034967
0.0	0.0	71.67630057803468
0.0	11.834319526627219	48.5207100591716
0.7633587786259541	41.221374045801525	91.6030534351145
0.0	90.625	45.3125
1.1363636363636365	1.1363636363636365	48.29545454545455
0.0	0.0	26.548672566371685
0.0	2.247191011235955	29.775280898876407
0.0	29.069767441860467	5.232558139534884
0.0	0.0	2.6548672566371683
0.0	0.4273504273504274	24.358974358974358
0.0	46.400000000000006	54.400000000000006
1.5267175572519083	41.221374045801525	50.38167938931297
39.85507246376812	89.13043478260869	76.81159420289855
0.7407407407407408	87.4074074074074	48.888888888888886
0.0	0.0	5.555555555555555
39.23076923076923	39.23076923076923	95.38461538461539
0.0	88.46153846153845	2.307692307692308
0.0	0.0	5.963302752293578
0.0	44.285714285714285	47.14285714285714
0.0	97.54098360655738	89.34426229508196
0.6802721088435374	4.081632653061225	80.95238095238095
0.7936507936507936	86.5079365079365	133.33333333333331
1.2048192771084338	36.144578313253014	37.34939759036144
0.0	71.65775401069519	33.155080213903744
0.0	6.329113924050633	32.91139240506329
0.0	90.47619047619048	87.3015873015873
0.5181347150259068	0.0	0.5181347150259068
0.0	0.5524861878453038	0.0
0.78125	39.0625	95.3125
3.225806451612903	0.0	34.946236559139784
38.582677165354326	39.37007874015748	39.37007874015748
0.53475935828877	0.0	77.54010695187165
0.5235602094240838	7.329842931937172	13.089005235602095
0.0	0.0	82.25806451612904
0.0	49.107142857142854	103.57142857142858
0.0	38.46153846153847	46.15384615384615
0.0	44.26229508196721	143.44262295081967
36.8	84.8	56.00000000000001
34.645669291338585	0.0	2.3622047244094486
1.1173184357541899	33.5195530726257	71.50837988826815
0.0	41.54929577464789	90.84507042253522
0.0	40.804597701149426	40.804597701149426
0.5263157894736842	0.0	12.105263157894736
27.692307692307693	89.23076923076924	53.07692307692308
0.0	41.221374045801525	133.58778625954199
2.2556390977443606	108.27067669172932	58.64661654135338
37.22627737226277	0.0	140.87591240875912
1.0869565217391304	0.0	46.19565217391305
0.0	35.58282208588957	41.717791411042946
0.0	0.53475935828877	73.79679144385027
0.546448087431694	33.87978142076503	92.89617486338798
37.878787878787875	137.87878787878788	59.84848484848485
40.32258064516129	42.74193548387097	42.74193548387097
0.0	32.22222222222222	8.333333333333332
